record_key,screen_class,evidence_tier,species_scope,species_basis,screen_basis,review_status,title,authors,journal,publication_year,publication_types,is_preprint,has_preprint_version,linked_published_doi,doi,pmid,pmcid,cited_by_count,abstract_available,human_evidence,exercise_evidence,metabolomics_evidence,genetics_evidence,cpet_evidence,actigraphy_evidence,body_composition_evidence,diet_evidence,intervention_design,subject_term_evidence,homonym_risk,data_availability_evidence,accessions_in_record_text,source_systems,cross_source_conflicts,record_url,source_urls
doi:10.1186/s40798-026-00989-z,direct_human_exercise,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,"Characterizing Human Oxidative, Anabolic and Glycolytic Metabolism in Athletes with Extreme Physiologies","Schranner D, Wackerhage H, Weinisch P, Schlegel J, Bremer S, Scherr J, Römisch-Margl W, Riermeier A, Zelger O, Stöcker F, Artati A, Witting M, Krumsiek J, Halle M, Schönfelder M, Kastenmüller G.",Sports medicine - open,2026,journal article; research-article,false,false,,10.1186/s40798-026-00989-z,41801539,PMC12972380,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41801539,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.23937/2378-3672/1410077,direct_human_exercise,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Lac-Phe: An Exercise Induced Metabolite with Immunomodulatory Potential in Inflammatory Diseases,"Shao L, Yang M, Xu H, Chen L",International Journal of Immunology and Immunotherapy,2026,journal-article,false,false,,10.23937/2378-3672/1410077,,,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_title,mixed_material_and_biological_context,no_accession_in_retrieved_text,,crossref,,https://doi.org/10.23937/2378-3672/1410077,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance
doi:10.3390/antiox15040441,direct_human_exercise,peer_reviewed_primary,human_and_animal,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,The Emerging Role of N-Lactoyl-Phenylalanine (Lac-Phe) in Metabolic Regulation and Disease: From Exercise-Induced Metabolite to Therapeutic Candidate,"Hsu J, Chen C, Chen M, Chen W, Lee T",Antioxidants,2026,journal-article,false,false,,10.3390/antiox15040441,42072083,PMC13113076,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,"journal: antioxidants != antioxidants (basel, switzerland)",https://doi.org/10.3390/antiox15040441,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.35630/2026/16/iss.1.003,direct_human_exercise,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Exercise-induced N-lactoyl-phenylalanine and its potential role in appetite regulation and obesity,"Raether D, Andrzejewski A, Wendt J, Markuszewska A, Bugała A, Wcisłek O, Chmielecka U",Archiv Euromedica,2026,journal-article,false,false,,10.35630/2026/16/iss.1.003,,,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,observational_cohort_or_cross_sectional,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref,,https://doi.org/10.35630/2026/16/iss.1.003,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance
doi:10.35630/2026/16/iss.1.033,direct_human_exercise,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Exercise-induced N-lactoyl-phenylalanine and its potential role in appetite regulation and obesity,"Raether D, Andrzejewski A, Wendt J, Markuszewska A, Bugała A, Wcisłek O, Chmielecka U",Archiv Euromedica,2026,journal-article,false,false,,10.35630/2026/16/iss.1.033,,,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,observational_cohort_or_cross_sectional,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref,,https://doi.org/10.35630/2026/16/iss.1.033,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance
doi:10.1101/2025.10.22.683699,direct_human_exercise,preprint_not_peer_reviewed,human,title_abstract_text,tier=preprint_not_peer_reviewed; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Exercise intensity modulates the human plasma secretome and interorgan communication,"Olsen L, Botella J, Barrows D, Romero E, Baird K, Katayama M, Kilic E, Peralta C, Sanford H, Farrell L, Axelrod CL, Plucińska K, Walker J, Yan L, Fredrickson K, Pourquie O, Robbins JM, Vinogradova EV, Kirwan JP, Zierath JR, Krook A, Gerszten RE, Bishop DJ, Cohen P.",,2025,preprint,true,true,,10.1101/2025.10.22.683699,,,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,interventional_exercise_bout_or_program,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/PPR/PPR1106168,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3389/fphys.2025.1677194,direct_human_exercise,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Comprehensive analysis of risk factors and metabolic profiling in preclinical atherosclerosis: a cross-sectional study,"Liu L, Wang F, Jiang L, Liu T, Dong L, Zhang T, Hu G.",Frontiers in physiology,2025,journal article; research-article,false,false,,10.3389/fphys.2025.1677194,41245272,PMC12611969,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,observational_cohort_or_cross_sectional,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41245272,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.3390/biom15101474,direct_human_exercise,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Metabolomics in the Context of Exercise in Subjects with Multimorbidity: A Pilot Study,"Bankamp R, Schweda S, Janzen N, Nieß AM, Krauß I, Munz B.",Biomolecules,2025,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.3390/biom15101474,41154704,PMC12564260,,true,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41154704,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1101/2024.04.18.589815,direct_human_exercise,preprint_not_peer_reviewed,human_and_animal,title_abstract_text,tier=preprint_not_peer_reviewed; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,SLC17 transporters mediate renal excretion of Lac-Phe in mice and humans,"Li V, Xiao S, Schlosser P, Scherer N, Wiggenhorn A, Spaas J, Tung A, Karoly E, Köttgen A, Long J",,2024,posted-content,true,true,,10.1101/2024.04.18.589815,,,,true,yes:text_inference,yes:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,preclinical_experiment,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://doi.org/10.1101/2024.04.18.589815,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1172/jci136055,human_non_exercise_context,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Circulating markers of NADH-reductive stress correlate with mitochondrial disease severity,"Sharma R, Reinstadler B, Engelstad K, Skinner OS, Stackowitz E, Haller RG, Clish CB, Pierce K, Walker MA, Fryer R, Oglesbee D, Mao X, Shungu DC, Khatri A, Hirano M, De Vivo DC, Mootha VK.",The Journal of clinical investigation,2021,"clinical trial; journal article; multicenter study; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article",false,false,,10.1172/jci136055,33463549,PMC7810486,180,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,observational_cohort_or_cross_sectional,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/33463549,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1128/jb.164.1.321-330.1985,human_non_exercise_context,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,advisory_only,"Two modes of control of pilA, the gene encoding type 1 pilin in Escherichia coli","Orndorff PE, Spears PA, Schauer D, Falkow S.",Journal of bacteriology,1985,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research support, u.s. gov't, p.h.s.; research-article",false,false,,10.1128/jb.164.1.321-330.1985,3930469,PMC214247,79,true,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_abstract,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/3930469,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1038/s42255-024-01018-7,human_non_exercise_context,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,advisory_only,Metformin and feeding increase levels of the appetite-suppressing metabolite Lac-Phe in humans,"Scott B, Day E, O’Brien K, Scanlan J, Cromwell G, Scannail A, McDonnell M, Finlay D, Lynch L",Nature Metabolism,2024,journal-article,false,false,,10.1038/s42255-024-01018-7,38499765,PMC11052712,75,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,observational_cohort_or_cross_sectional,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://doi.org/10.1038/s42255-024-01018-7,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1371/journal.pone.0000595,human_non_exercise_context,peer_reviewed_primary,human,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Inflammatory multiple-sclerosis plaques generate characteristic metabolic profiles in cerebrospinal fluid,"Lutz NW, Viola A, Malikova I, Confort-Gouny S, Audoin B, Ranjeva JP, Pelletier J, Cozzone PJ.",PloS one,2007,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1371/journal.pone.0000595,17611627,PMC1899231,69,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/17611627,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1038/s42255-024-00999-9,human_non_exercise_context,peer_reviewed_primary,human_and_animal,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract,advisory_only,Lac-Phe mediates the effects of metformin on food intake and body weight,"Xiao S, Li VL, Lyu X, Chen X, Wei W, Abbasi F, Knowles JW, Tung AS, Deng S, Tiwari G, Shi X, Zheng S, Farrell L, Chen ZZ, Taylor KD, Guo X, Goodarzi MO, Wood AC, Chen YI, Lange LA, Rich SS, Rotter JI, Clish CB, Tahir UA, Gerszten RE, Benson MD, Long JZ.",Nature metabolism,2024,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article",false,false,,10.1038/s42255-024-00999-9,38499766,PMC11062621,64,true,yes:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,observational_cohort_or_cross_sectional,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38499766,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
